subnum,trial,time,distancecat,targsize,distance,posx,posy,targ.x,targ.y,hit,hadit,nailedit,tooshort,overshot,delta,aimtime
M2011,1,111686,800,50,712.374,889.161,359.63,984,346,0,0,0,1,0,95.8131,5148
M2011,2,122142,800,25,780.589,960.068,362.194,985,411,0,0,0,0,0,54.8052,6448
M2011,3,133559,500,100,671.449,855.953,396.579,768,457,0,1,0,0,0,106.707,6343
M2011,4,145518,500,50,630.553,820.326,426.895,711,454,0,1,1,0,1,112.636,6041
M2011,5,156646,800,100,664.641,857.624,636.328,1031,669,0,0,0,1,0,176.428,7959
M2011,6,170630,200,50,288.302,438.071,377.396,350,407,0,1,0,0,1,92.9138,5711
M2011,7,180342,200,100,436.216,634.327,580.546,437,594,0,1,0,0,1,197.785,2248
M2011,8,187942,500,25,596.42,773.315,375.605,758,397,0,1,0,0,0,26.312,4143
M2011,9,197382,200,25,163.365,343.341,618.369,311,625,0,1,0,0,1,33.0138,6831
M2011,10,208143,500,50,574.822,745.118,357.606,655,371,0,1,1,0,1,91.1074,4438
M2011,11,217454,800,25,577.168,770.322,451.37,1082,393,0,0,0,1,0,317.096,6871
M2011,12,229303,200,100,146.236,302.194,644.601,326,715,1,1,0,NA,NA,74.3152,8880
M2011,13,242518,800,100,487.255,678.835,449.812,924,419,0,0,0,1,0,247.093,13233
M2011,14,260302,200,25,270.16,458.356,461.013,450,446,1,1,0,NA,NA,17.1814,6912
M2011,15,271470,200,50,259.894,414.613,393.418,383,382,1,1,0,NA,NA,33.6118,5831
M2011,16,281494,500,100,519.148,719.04,529.43,795,503,1,1,0,NA,NA,80.4267,8080
M2011,17,294503,500,25,455.427,642.218,431.108,771,405,0,0,0,1,0,131.402,5606
M2011,18,304607,800,50,653.294,847.454,627.156,1008,639,0,0,0,1,0,160.982,11247
M2011,19,320903,200,50,288.302,357.723,298.667,303,381,0,1,1,0,1,98.86,7817
M2011,20,333175,500,25,391.828,587.524,597.916,623,625,0,0,0,1,0,44.633,9407
M2011,21,347239,200,100,321.268,521.202,533.459,471,541,1,1,1,NA,NA,50.7649,5719
M2011,22,357862,800,25,694.253,872.642,711.871,934,691,0,0,0,1,0,64.8102,5848
M2011,23,369479,200,25,255.453,423.425,663.846,418,685,1,1,0,NA,NA,21.8382,5176
M2011,24,380079,500,100,428.174,611.929,656.823,655,700,1,1,0,NA,NA,60.987,6807
M2011,25,392927,800,50,578.199,777.785,518.14,1012,489,0,0,0,1,0,236.021,5911
M2011,26,403375,800,100,794.253,993.917,563.101,1092,585,0,0,0,0,0,100.498,7040
M2011,27,415654,500,50,441.801,623.607,665.478,683,689,0,0,0,1,0,63.8808,7640
M2011,28,427807,800,100,768.147,957.613,413.219,1072,343,0,0,0,1,0,134.221,5376
M2011,29,438383,800,25,720.304,912.699,435.605,1022,371,0,0,0,1,0,126.967,3623
M2011,30,446847,500,25,514.62,713.915,513.067,654,514,0,1,1,0,1,59.9218,7111
M2011,31,458455,500,50,571.401,770.618,569.905,710,564,0,1,1,0,1,60.9053,2791
M2011,32,466174,800,50,947.691,1143.59,628.088,1051,651,0,1,0,0,1,95.3816,3057
M2011,33,474311,200,100,317.934,514.577,586.079,365,563,0,1,1,0,1,151.347,2046
M2011,34,480319,200,25,652.125,817.211,750.517,489,692,0,0,0,0,1,333.387,2345
M2011,35,487487,200,50,246.316,411.134,413.138,385,381,1,1,0,NA,NA,41.4226,4215
M2011,36,495431,500,100,458.87,638.427,404.563,660,348,1,1,0,NA,NA,60.5376,7337
M2011,37,506903,500,25,400.937,600.894,545.831,669,552,0,0,0,1,0,68.3846,4842
M2011,38,515711,500,100,589.617,786.018,605.042,758,621,1,1,0,NA,NA,32.244,2919
M2011,39,523031,500,50,623.725,813.281,653.665,699,693,0,0,0,0,1,120.861,6354
M2011,40,533935,200,100,261.114,461.113,540.76,373,566,1,1,0,NA,NA,91.6565,2390
M2011,41,540175,800,25,787.45,980.411,434.947,966,438,1,1,1,NA,NA,14.7311,4145
M2011,42,549279,200,50,263.314,452.252,615.519,345,602,0,1,0,0,1,108.101,4254
M2011,43,557247,800,50,697.66,897.587,550.147,911,558,1,1,0,NA,NA,15.5434,4575
M2011,44,566551,800,100,896.601,1091.41,636.314,1014,691,1,1,0,NA,NA,94.7809,5655
M2011,45,577167,200,25,259.909,432.938,655.294,474,681,0,0,0,1,0,48.4445,11160
