subnum,trial,time,distancecat,targsize,distance,posx,posy,targ.x,targ.y,hit,hadit,nailedit,tooshort,overshot,delta,aimtime
013,1,87136,500,100,377.008,545.3,691.337,621,665,1,1,0,NA,NA,80.1504,7826
013,2,99592,800,50,695.319,895.246,529.887,1023,529,0,0,0,1,0,127.757,6904
013,3,111944,800,100,836.357,1020.99,380.416,1071,365,1,1,0,NA,NA,52.331,6527
013,4,124808,200,25,220.161,402.156,452.799,416,446,1,1,0,NA,NA,15.4237,6807
013,5,135894,200,100,299.731,436.191,724.533,464,657,1,1,0,NA,NA,73.0342,4569
013,6,144713,800,25,793.109,988.52,625.197,1056,667,0,0,0,1,0,79.3794,17104
013,7,169296,200,50,239.476,366.855,711.78,346,712,1,1,1,NA,NA,20.8557,9056
013,8,185857,500,25,658.96,798.83,815.009,766,719,0,0,0,0,1,101.467,11935
013,9,203792,500,50,712.374,852.461,825.958,686,708,0,1,0,0,1,204.018,9937
013,10,220408,500,25,521.382,693.956,373.125,698,375,1,1,1,NA,NA,4.45768,9719
013,11,240543,200,25,389.571,559.043,691.174,443,666,0,1,0,0,1,118.742,8631
013,12,253408,800,100,805.618,1005.6,535.313,947,526,1,1,1,NA,NA,59.34,6687
013,13,266256,200,100,267.897,459.168,472.17,406,443,1,1,0,NA,NA,60.644,5240
013,14,275601,800,50,693.038,880.687,409.742,961,388,0,0,0,1,0,83.2042,9273
013,15,295543,500,100,674.869,837.459,761.571,694,684,0,1,0,0,1,163.088,7855
013,16,308768,800,25,712.404,912.102,560.72,903,553,1,1,1,NA,NA,11.9354,13609
013,17,332848,200,50,413.453,543.439,770.202,497,736,0,1,1,0,0,57.6749,11750
013,18,349665,500,50,497.577,662.422,356.292,671,381,1,1,0,NA,NA,26.1551,15735
013,19,371313,200,100,161.001,359.743,560.086,342,567,1,1,1,NA,NA,19.0424,3599
013,20,378680,800,100,703.275,902.415,505.237,1022,476,0,0,0,1,0,123.107,11375
013,21,397401,500,25,612.41,792.001,696.782,757,660,0,0,0,0,1,50.774,20216
013,22,422409,200,25,240.571,337.412,737.464,329,728,1,1,1,NA,NA,12.6623,18977
013,23,445904,500,100,428.174,628.172,541.246,626,537,1,1,1,NA,NA,4.76879,5522
013,24,463656,200,50,316.748,487.071,673.863,499,649,1,1,0,NA,NA,27.577,11246
013,25,480281,500,50,364.552,548.622,646.585,604,690,0,0,0,1,0,70.3675,5097
013,26,489840,800,50,666.921,866.85,549.7,986,521,0,0,0,1,0,122.558,7559
013,27,502721,800,25,848.789,1048.18,572.09,1088,560,0,0,0,1,0,41.6124,13727
013,28,527153,500,25,348.57,539.636,461.589,629,444,0,0,0,1,0,91.0783,16439
013,29,548112,800,25,738.589,937.211,585.09,903,554,0,0,0,0,1,46.2274,9497
013,30,563153,200,100,176.964,358.371,618.961,346,632,1,1,0,NA,NA,17.974,2672
013,31,569585,500,50,431.669,589.618,725.838,613,727,1,1,0,NA,NA,23.4111,4801
013,32,578929,500,100,487.27,685.982,504.596,720,436,1,1,0,NA,NA,76.5678,4208
013,33,589311,800,50,623.665,823.642,545.442,1011,536,0,0,0,1,0,187.596,10392
013,34,604184,800,100,875.004,1068.79,644.109,1098,628,1,1,0,NA,NA,33.3594,5463
013,35,614666,200,50,350.937,518.914,686.459,487,678,1,1,1,NA,NA,33.0161,5416
013,36,625289,200,25,138.32,322.318,475.418,342,449,0,0,0,0,0,32.9442,3311
013,37,632112,200,100,204.231,381.701,633.248,349,626,1,1,1,NA,NA,33.4946,4101
013,38,639834,800,25,806.748,981.051,741.993,1067,735,0,0,0,1,0,86.2334,10865
013,39,655832,800,100,887.431,1087.34,552.907,980,477,0,1,0,0,1,131.465,7962
013,40,668832,500,25,665.796,854.647,661.332,785,638,0,1,1,0,1,73.4512,13639
013,41,687344,800,50,685.115,861.77,717.321,904,721,1,1,0,NA,NA,42.39,15647
013,42,708367,500,50,680.599,876.66,466.889,796,448,0,1,0,0,1,82.8428,7432
013,43,720321,200,25,201.962,401.92,544.112,360,544,0,1,1,0,1,41.9206,5750
013,44,729776,500,100,517.956,716.694,503.869,756,433,1,1,0,NA,NA,81.0395,5968
013,45,740352,200,50,333.868,478.408,724.274,445,680,0,1,0,0,0,55.4639,12126
