subnum,trial,time,distancecat,targsize,distance,posx,posy,targ.x,targ.y,hit,hadit,nailedit,tooshort,overshot,delta,aimtime
002,1,117265,800,25,680.524,876.586,613.103,1024,611,0,0,0,1,0,147.429,7306
002,2,129162,200,100,115.502,286.728,616.282,339,672,1,1,0,NA,NA,76.3988,7016
002,3,140170,800,50,797.7,992.831,452.004,957,464,1,1,1,NA,NA,37.786,6744
002,4,151770,800,100,482.766,670.393,648.599,1029,735,0,0,0,1,0,368.869,3544
002,5,159761,500,100,507.756,681.517,701.113,673,703,1,1,1,NA,NA,8.72326,2617
002,6,166754,500,25,441.801,611.529,700.724,627,703,1,1,0,NA,NA,15.638,7727
002,7,178672,200,25,428.144,619.045,627.798,477,595,0,1,1,0,1,145.782,4993
002,8,187714,200,50,278.12,453.078,424.666,300,498,0,1,1,0,1,169.738,1852
002,9,194178,500,50,372.486,571.856,561.658,722,581,0,0,0,1,0,151.385,4168
002,10,202722,800,100,620.372,819.215,502.127,1075,523,0,0,0,1,0,256.635,3928
002,11,211267,800,50,699.897,899.87,533.892,936,539,1,1,0,NA,NA,36.4888,4447
002,12,220266,500,50,370.158,569.969,528.158,661,521,0,0,0,1,0,91.3121,5321
002,13,229546,500,25,414.592,607.428,463.261,604,484,1,1,0,NA,NA,21.0202,3543
002,14,237330,500,100,658.974,824.31,329.087,798,358,1,1,0,NA,NA,39.0917,2475
002,15,244330,200,100,347.454,544.986,498.659,471,510,1,1,1,NA,NA,74.8501,3385
002,16,251497,800,25,780.589,969.121,406.689,1068,441,0,0,0,1,0,104.663,8913
002,17,265090,200,50,397.525,581.806,650.684,359,599,0,1,1,0,1,228.722,2996
002,18,273585,200,25,312.245,484.131,410.514,388,464,0,1,1,0,1,110.009,4337
002,19,281787,200,100,240.63,377.883,702.051,374,700,1,1,1,NA,NA,4.39173,4815
002,20,290338,500,50,404.259,599.464,602.078,623,618,1,1,0,NA,NA,28.4154,4424
002,21,298666,800,100,541.819,738.512,480.231,987,490,0,0,0,1,0,248.68,4497
002,22,307409,500,25,540.79,695.937,324.361,655,366,0,1,0,0,1,58.3922,5628
002,23,318164,200,50,390.707,532.537,334.888,364,436,0,1,1,0,1,196.541,4896
002,24,326938,800,50,565.786,764.628,503.817,926,493,0,0,0,1,0,161.734,7127
002,25,338594,500,100,683.959,826.436,265.448,637,370,0,1,0,0,1,216.372,2088
002,26,345410,200,25,292.877,411.269,337.164,398,350,1,1,1,NA,NA,18.4613,9799
002,27,358986,800,25,881.76,1063.54,361.693,1085,376,0,0,0,0,0,25.7892,5345
002,28,369642,500,100,626.031,793.099,339.631,757,404,1,1,0,NA,NA,73.8002,1745
002,29,375889,500,50,656.651,847.958,646.494,718,628,0,1,1,0,1,131.267,2375
002,30,382715,800,50,784.005,972.094,403.859,1093,400,0,0,0,1,0,120.968,3152
002,31,390483,200,25,420.256,618.863,574.192,432,562,0,1,1,0,1,187.261,6354
002,32,401290,200,50,255.379,423.718,416.84,380,453,0,1,1,0,0,56.7348,4593
002,33,410034,800,25,839.733,1020.35,360.634,1032,411,0,0,0,0,0,51.695,10175
002,34,425435,800,100,847.629,1047.63,542.466,1008,586,1,1,0,NA,NA,58.8678,4199
002,35,434571,500,25,619.145,789.945,727.897,791,723,1,1,1,NA,NA,5.00968,9065
002,36,448403,200,100,239.461,385.217,388.222,368,414,1,1,1,NA,NA,30.9986,4927
002,37,456947,800,100,666.98,855.812,418.453,935,445,1,1,0,NA,NA,83.5199,5376
002,38,466818,200,25,84.8703,283.067,522.596,348,505,0,0,0,1,0,67.2753,4985
002,39,474290,500,25,369.085,550.012,422.888,622,425,0,0,0,1,0,72.0193,4176
002,40,482778,200,100,328.107,495.318,682.974,460,705,1,1,0,NA,NA,41.6229,1872
002,41,488387,200,50,468.044,659.183,449.357,421,511,0,1,1,0,1,246.03,2648
002,42,495123,500,50,487.255,686.659,564.085,721,571,1,1,0,NA,NA,35.03,5616
002,43,504922,800,25,794.223,981.753,680.19,945,676,0,1,1,0,1,36.9906,4655
002,44,514346,500,100,593.07,762.967,353.453,741,394,1,1,0,NA,NA,46.1155,2958
002,45,521779,800,50,745.353,915.878,332.47,935,378,1,1,0,NA,NA,49.3827,6584
