subnum,trial,time,distancecat,targsize,distance,posx,posy,targ.x,targ.y,hit,hadit,nailedit,tooshort,overshot,delta,aimtime
049,1,69440,800,25,795.397,957.884,298.614,990,347,0,0,0,1,0,58.0742,4732
049,2,79745,200,25,245.19,367.74,718.834,369,709,1,1,1,NA,NA,9.91412,7760
049,3,91464,200,50,178.095,377.324,556.554,450,574,0,0,0,1,0,74.7406,2617
049,4,97711,800,100,511.165,692.969,675.169,935,695,0,0,0,1,0,242.842,3719
049,5,105792,500,25,594.132,761.198,735.064,743,684,0,0,0,0,0,54.2093,3625
049,6,114864,800,50,795.412,985.619,415.57,915,457,0,1,0,0,1,81.8747,3527
049,7,124632,200,100,424.784,590.531,707.113,475,667,0,1,1,0,1,122.297,4007
049,8,132873,500,100,444.158,641.303,590.28,719,604,1,1,0,NA,NA,78.8991,2958
049,9,140097,500,50,460.028,630.425,702.358,624,700,1,1,1,NA,NA,6.84362,4935
049,10,149528,500,50,587.345,739.309,307.365,644,401,0,1,0,0,1,133.609,3216
049,11,157304,800,100,607.847,804.517,476.463,1004,455,0,0,0,1,0,200.634,2862
049,12,164776,800,25,714.686,910.092,459.095,1058,455,0,0,0,1,0,147.964,4520
049,13,174248,800,50,616.855,811.099,624.072,970,642,0,0,0,1,0,159.909,3599
049,14,182519,200,100,322.515,426.722,769.375,351,702,0,1,1,0,0,101.357,2823
049,15,189769,200,25,209.889,409.885,541.221,341,546,0,1,1,0,1,69.051,1575
049,16,194760,500,100,455.532,632.41,683.285,766,736,0,0,0,1,0,143.614,2341
049,17,203744,500,25,489.59,660.549,706.111,684,724,0,0,0,0,0,29.4955,3990
049,18,212776,200,50,279.268,479.258,542.437,498,558,1,1,0,NA,NA,24.3613,2777
049,19,219480,500,25,538.463,734.45,605.622,719,613,1,1,1,NA,NA,17.1209,4711
049,20,228921,200,50,349.731,456.47,302.229,392,396,0,1,0,0,1,113.795,3840
049,21,237113,500,100,486.11,679.675,618.836,697,630,1,1,0,NA,NA,20.6105,2168
049,22,243992,800,25,811.339,1004.09,431.76,1024,466,0,0,0,0,0,39.6099,6017
049,23,254983,800,100,730.58,930.382,523,922,510,1,1,1,NA,NA,15.468,3688
049,24,263561,200,100,222.443,422.349,533.53,388,532,1,1,1,NA,NA,34.3831,1585
049,25,269488,200,25,370.203,500.762,755.854,346,654,0,1,1,0,1,185.271,3934
049,26,277400,800,50,814.698,1014.28,513.936,984,531,1,1,0,NA,NA,34.7578,4935
049,27,287225,500,50,555.515,733.096,696.225,629,645,0,1,0,0,1,116.017,4745
049,28,296384,200,25,250.808,448.662,507.263,415,520,0,1,1,0,1,35.9912,2279
049,29,302488,500,25,497.547,693.838,479.364,783,498,0,0,0,1,0,91.0884,6030
049,30,312928,200,100,198.495,324.468,385.378,312,418,1,1,1,NA,NA,34.9233,2254
049,31,318809,500,50,537.39,722.174,413.029,786,400,0,0,0,1,0,65.1419,4616
049,32,328392,800,100,597.571,796.56,574.746,967,594,0,0,0,1,0,171.524,4063
049,33,337585,800,25,736.319,935.31,501.464,905,515,0,1,1,0,1,33.1954,5129
049,34,347951,500,100,562.277,762.268,543.271,711,568,1,1,0,NA,NA,56.92,2879
049,35,356216,800,50,863.591,1061.66,597.735,1094,600,1,1,0,NA,NA,32.4205,5601
049,36,366584,200,50,160.986,346.1,472.389,320,487,1,1,1,NA,NA,29.9111,2045
049,37,371824,800,50,679.474,877.057,597.251,1014,608,0,0,0,1,0,137.364,3680
049,38,380241,500,25,567.996,757.561,648.379,764,646,1,1,1,NA,NA,6.86478,5208
049,39,390152,800,100,768.043,955.983,404.431,937,435,1,1,0,NA,NA,35.9836,4025
049,40,399248,500,50,415.671,612.86,491.744,611,504,1,1,1,NA,NA,12.3968,2568
049,41,405912,200,25,346.353,487.702,347.158,497,371,0,1,0,0,0,25.5911,4758
049,42,415016,200,50,399.74,575.233,402.189,474,460,0,1,0,0,1,116.577,2238
049,43,421377,800,25,845.443,1029.44,376.268,1021,427,0,0,0,0,0,51.4284,4775
049,44,432385,200,100,250.838,424.157,652.576,436,663,1,1,0,NA,NA,15.7774,2528
049,45,439840,500,100,427.094,622.584,478.101,732,487,0,0,0,1,0,109.777,2627
