subnum,trial,time,distancecat,targsize,distance,posx,posy,targ.x,targ.y,hit,hadit,nailedit,tooshort,overshot,delta,aimtime
052,1,106651,500,50,329.265,529.152,548.619,679,566,0,0,0,1,0,150.853,11713
052,2,123002,800,25,480.537,676.241,604.108,978,688,0,0,0,1,0,313.203,11722
052,3,141041,200,100,560.098,700.522,791.371,439,715,0,1,0,0,1,272.445,6722
052,4,152873,200,25,232.633,431.862,558.927,352,553,0,1,1,0,1,80.0812,4068
052,5,160761,200,50,298.533,417.74,335.767,373,401,0,1,0,0,0,79.1014,4819
052,6,169537,800,50,558.903,751.766,450.963,992,417,0,0,0,1,0,242.623,14778
052,7,188664,500,25,445.3,645.028,524.459,697,521,0,0,0,1,0,52.0868,10245
052,8,203594,500,100,510.034,708.576,578.538,784,605,1,1,0,NA,NA,79.9319,5803
052,9,213713,800,100,555.53,755.07,517.383,1023,511,0,0,0,1,0,268.006,5437
052,10,223850,200,25,289.438,422.263,725.401,323,646,0,1,1,0,1,127.113,13731
052,11,241473,500,25,362.271,559.172,492.714,688,475,0,0,0,1,0,130.04,5413
052,12,251115,800,100,540.685,740.5,554.153,1078,578,0,0,0,1,0,338.342,4314
052,13,259746,800,50,706.698,902.609,615.914,1011,627,0,0,0,1,0,108.957,5252
052,14,269784,200,100,261.099,413.88,390.24,321,415,1,1,0,NA,NA,96.1233,3563
052,15,279113,500,100,384.938,582.463,583.576,659,605,1,1,0,NA,NA,79.4784,3195
052,16,286498,200,50,170.131,323.068,422.531,304,442,1,1,1,NA,NA,27.2513,2082
052,17,291810,500,50,619.204,815.224,610.096,754,608,0,1,1,0,1,61.26,4243
052,18,300961,800,25,748.795,920.385,335.699,916,395,0,0,0,0,0,59.4631,9027
052,19,314857,500,25,707.794,906.824,502.957,794,535,0,0,0,0,1,117.286,7194
052,20,326745,800,50,585.058,784.256,570.62,908,596,0,0,0,1,0,126.32,9179
052,21,340257,200,100,390.662,491.077,800.558,338,682,0,1,1,0,1,193.62,2988
052,22,347179,800,25,892.076,1083.39,664.153,1099,698,0,0,0,0,0,37.2715,5456
052,23,358265,800,100,722.662,922.613,548.408,1008,549,1,1,0,NA,NA,85.389,5650
052,24,368537,500,100,507.786,684.726,691.285,668,704,1,1,0,NA,NA,21.0103,3555
052,25,376240,200,25,326.964,526.876,547.608,473,544,0,1,1,0,1,53.9962,8877
052,26,389033,200,50,256.507,347.127,750.118,340,733,1,1,1,NA,NA,18.5426,18841
052,27,411641,500,50,573.702,760.103,664.172,765,714,0,0,0,0,0,50.0683,9539
052,28,434777,200,50,313.311,509.733,587.211,369,575,0,1,1,0,1,141.262,3402
052,29,442026,800,50,703.26,902.296,503.194,980,500,0,0,0,1,0,77.7695,9181
052,30,455978,500,100,262.259,437.687,650.835,627,717,0,0,0,1,0,200.542,3659
052,31,463266,200,100,442.957,616.243,388.5,428,450,0,1,1,0,1,198.035,5507
052,32,473833,200,25,435.06,519.045,835.783,403,695,0,1,0,0,1,182.445,8491
052,33,486369,800,100,806.792,996.112,670.844,1089,666,1,1,0,NA,NA,93.0146,7586
052,34,499122,500,50,645.292,833.791,418.716,724,429,0,1,1,0,1,110.272,5177
052,35,508708,800,25,926.103,1125.79,564.243,1020,552,0,1,1,0,1,106.491,3337
052,36,516881,500,25,759.004,935.921,354.239,794,414,0,1,0,0,1,153.99,3703
052,37,525207,800,50,795.337,993.709,590.863,1081,608,0,0,0,1,0,88.9573,4596
052,38,534369,500,25,663.517,842.863,375.738,766,421,0,1,0,0,1,89.1995,3931
052,39,542784,200,100,419.132,608.932,448.093,428,457,0,1,0,0,1,181.151,2701
052,40,549393,500,50,547.621,746.785,570.251,751,575,1,1,1,NA,NA,6.34961,5427
052,41,559345,500,100,383.832,575.903,617.618,638,639,1,1,0,NA,NA,65.6755,4747
052,42,568050,800,100,627.124,825.191,490.796,1067,472,0,0,0,1,0,242.539,4786
052,43,577170,200,25,303.145,387.329,301.662,314,366,0,1,0,0,1,97.5526,5026
052,44,585865,200,50,291.755,486.87,593.168,441,597,1,1,1,NA,NA,46.0296,3331
052,45,592859,800,25,621.465,788.774,341.093,929,368,0,0,0,1,0,142.785,5017
