subnum,trial,time,distancecat,targsize,distance,posx,posy,targ.x,targ.y,hit,hadit,nailedit,tooshort,overshot,delta,aimtime
005,1,65214,800,25,832.893,1030.33,474.652,1027,476,1,1,1,NA,NA,3.58796,6107
005,2,76725,800,100,618.067,806.711,657.933,984,714,0,0,0,1,0,185.943,5078
005,3,86487,200,50,333.838,533.815,536.116,499,543,1,1,1,NA,NA,35.4894,3544
005,4,94166,500,50,297.41,496.686,560.746,626,583,0,0,0,1,0,131.215,4039
005,5,101957,200,25,166.678,328.921,434.354,326,435,1,1,1,NA,NA,2.99152,4063
005,6,109911,200,100,263.329,460.206,580.437,455,586,1,1,1,NA,NA,7.61882,2192
005,7,116053,800,50,820.375,1019.59,575.784,1079,600,0,0,0,1,0,64.1514,5846
005,8,127007,500,100,389.496,580.747,457.911,736,418,0,0,0,1,0,160.301,2518
005,9,133758,500,25,713.545,877.327,315.558,770,371,0,1,0,0,1,120.801,4736
005,10,143342,800,100,665.826,865.688,526.443,949,554,1,1,0,NA,NA,87.7514,4270
005,11,152358,200,50,279.224,341.717,299.413,308,342,0,1,1,0,0,54.3183,4551
005,12,160687,200,25,199.725,399.582,547.551,359,544,0,1,1,0,1,40.7371,4689
005,13,168711,500,25,459.998,635.8,392.772,701,383,0,0,0,1,0,65.928,6384
005,14,179333,500,50,529.354,723.765,463.28,770,463,1,1,0,NA,NA,46.2356,4017
005,15,187991,200,100,230.389,367.579,381.897,406,356,1,1,0,NA,NA,46.334,5007
005,16,196503,800,50,757.831,954.342,612.635,1026,660,0,0,0,1,0,85.8969,3847
005,17,205103,500,100,361.168,544.767,432.397,629,402,1,1,0,NA,NA,89.5502,1974
005,18,211063,800,25,919.325,1101.4,359.337,1095,387,0,0,0,0,0,28.3932,5767
005,19,222078,500,100,298.578,494.483,589.28,600,637,0,0,0,1,0,115.806,3512
005,20,229391,500,50,524.794,718.57,459.412,714,451,1,1,1,NA,NA,9.57323,4736
005,21,239599,800,50,845.383,1025.87,359.427,1097,357,0,0,0,1,0,71.1681,4825
005,22,249398,200,50,203.119,394.244,480.614,441,460,0,0,0,0,0,51.0988,4503
005,23,257519,800,25,857.893,1057.88,535.009,1059,573,0,0,0,0,0,38.0075,9297
005,24,271607,200,25,255.334,429.817,651.263,370,636,0,1,1,0,1,61.7337,5337
005,25,280470,200,100,371.367,516.642,345.961,469,379,1,1,1,NA,NA,57.9772,2831
005,26,289222,500,25,720.379,883.152,768.58,766,737,0,1,1,0,1,121.334,9174
005,27,303014,800,100,753.305,953.254,548.765,1033,577,1,1,0,NA,NA,84.5967,4240
005,28,311999,800,50,790.896,984.13,436.767,976,466,1,1,0,NA,NA,30.3421,5097
005,29,321927,500,50,508.917,701.185,628.373,642,659,0,1,0,0,1,66.6405,3536
005,30,331975,500,25,542.967,707.467,733.107,682,722,0,1,1,0,1,27.7839,8399
005,31,344831,800,100,660.114,860.089,545.761,938,571,1,1,0,NA,NA,81.8976,4056
005,32,353505,200,50,307.716,493.742,448.322,427,462,0,1,1,0,1,68.1292,3313
005,33,360542,200,100,222.428,422.314,547.116,487,558,1,1,0,NA,NA,65.5949,1686
005,34,365703,500,100,348.615,548.609,542.028,604,531,1,1,0,NA,NA,56.4782,1873
005,35,371382,800,25,732.849,931.609,497.389,1054,518,0,0,0,1,0,124.115,5942
005,36,381990,200,25,297.41,465.386,405.75,436,418,0,1,1,0,1,31.8372,7968
005,37,393918,200,50,269.014,468.245,560.326,409,561,0,1,1,0,1,59.2486,2447
005,38,399990,200,25,163.35,362.643,524.817,419,518,0,0,0,1,0,56.7675,4279
005,39,407447,200,100,164.414,358.176,584.859,346,604,1,1,0,NA,NA,22.6859,1247
005,40,411798,500,25,519.207,705.9,656.796,673,640,0,1,1,0,1,36.9395,7247
005,41,423255,800,100,555.515,751.759,604.491,938,689,0,0,0,1,0,204.518,3606
005,42,431182,800,50,819.32,1018.64,506.643,1077,543,0,0,0,1,0,68.7575,5890
005,43,441967,800,25,827.183,1018.45,659.885,924,672,0,0,0,0,1,95.2236,7064
005,44,453750,500,50,474.816,663.858,438.58,614,447,0,1,1,0,0,50.5641,4929
005,45,463127,500,100,355.448,555.424,544.136,642,554,1,1,0,NA,NA,87.1366,2800
