subnum,trial,time,distancecat,targsize,distance,posx,posy,targ.x,targ.y,hit,hadit,nailedit,tooshort,overshot,delta,aimtime
M2009,1,100091,500,25,553.262,682.325,268.963,681,343,0,0,0,0,0,74.049,4676
M2009,2,109227,800,50,538.463,735.348,597.842,1078,655,0,0,0,1,0,347.387,4231
M2009,3,117731,200,25,131.517,321.062,488.612,346,500,0,0,0,0,0,27.4147,3027
M2009,4,124340,200,50,381.592,555.445,678.821,428,631,0,1,1,0,1,136.122,2896
M2009,5,131779,800,100,864.677,1010.8,239.541,1051,362,0,0,0,0,0,128.89,3321
M2009,6,140195,800,25,596.405,772.335,372.276,964,383,0,0,0,1,0,191.965,2493
M2009,7,147524,500,50,485.01,685.002,542.822,749,510,0,0,0,1,0,71.9236,2974
M2009,8,155060,200,100,282.641,423.23,713.363,381,659,1,1,0,NA,NA,68.8378,1847
M2009,9,160851,500,100,275.913,474.316,510.361,666,487,0,0,0,1,0,193.102,2567
M2009,10,167251,200,25,315.592,483.249,679.171,308,668,0,0,0,0,1,175.604,3488
M2009,11,174411,200,100,-0,200,540,310,470,0,0,0,1,0,130.384,1519
M2009,12,179492,800,50,595.283,795.281,541.732,1007,496,0,0,0,1,0,216.602,2553
M2009,13,186764,500,50,498.678,674.271,694.1,733,720,0,0,0,1,0,64.1869,3545
M2009,14,195036,800,25,672.574,871.069,584.965,1073,594,0,0,0,1,0,202.133,4671
M2009,15,204395,200,50,266.811,444.681,646.391,449,647,1,1,1,NA,NA,4.36132,2639
M2009,16,210907,500,25,554.336,719.231,734.133,682,693,0,0,0,0,1,55.4801,3737
M2009,17,219010,800,100,763.575,945.476,374.732,1026,369,1,1,0,NA,NA,80.7281,2295
M2009,18,226091,500,100,611.258,779.67,733.955,748,715,1,1,1,NA,NA,36.9094,5144
M2009,19,235796,200,100,347.454,527.186,656.935,451,617,1,1,1,NA,NA,86.018,1608
M2009,20,241395,200,50,240.571,429.012,466.325,442,445,1,1,0,NA,NA,24.9695,1656
M2009,21,246780,800,100,756.703,956.316,564.209,1071,658,0,0,0,1,0,148.153,5658
M2009,22,257195,500,50,435.075,634.714,522.287,738,518,0,0,0,1,0,103.375,2023
M2009,23,263515,200,25,202.007,387.951,465.964,322,491,0,1,1,0,1,70.543,2671
M2009,24,269771,800,50,416.78,608.413,623.092,932,691,0,0,0,1,0,330.636,4207
M2009,25,278234,500,100,338.444,536.978,571.458,756,582,0,0,0,1,0,219.275,2303
M2009,26,284331,800,25,540.73,724.285,407.66,989,354,0,0,0,1,0,270.099,4081
M2009,27,292674,500,25,438.378,634.111,601.01,659,602,1,1,0,NA,NA,24.9083,2041
M2009,28,300115,200,25,485.025,661.72,391.461,494,456,0,1,1,0,1,179.709,7826
M2009,29,312396,800,100,524.779,711.329,421.95,976,421,0,0,0,1,0,264.673,2399
M2009,30,319108,200,50,340.673,535.497,599.157,429,597,0,1,0,0,1,106.519,2097
M2009,31,325266,500,50,272.499,466.87,484.896,654,437,0,0,0,1,0,193.163,1392
M2009,32,330948,500,100,431.594,626.082,471.244,771,447,0,0,0,1,0,146.932,1609
M2009,33,336851,800,50,466.901,664.051,488.495,992,489,0,0,0,1,0,327.949,3096
M2009,34,344203,500,25,525.912,718.699,453.2,736,472,0,0,0,0,0,25.5496,1759
M2009,35,350835,800,25,594.117,781.134,416.476,923,419,0,0,0,1,0,141.889,3894
M2009,36,359396,200,100,441.786,594.794,738.273,442,699,0,1,0,0,1,157.761,1536
M2009,37,366099,500,25,458.9,627.456,373.055,720,351,0,0,0,1,0,95.1359,2007
M2009,38,372676,200,100,130.372,330.193,546.823,338,521,1,1,0,NA,NA,26.9774,822
M2009,39,376596,800,25,771.487,971.458,533.268,947,540,0,1,1,0,0,25.3675,6904
M2009,40,388652,200,50,206.457,397.611,599.788,473,668,0,0,0,1,0,101.668,1278
M2009,41,393354,200,25,316.733,506.412,459.805,444,472,0,1,1,0,1,63.5925,1887
M2009,42,399204,500,50,514.62,693.851,684.724,628,729,0,0,0,0,1,79.3516,1887
M2009,43,406204,500,100,389.585,584.054,605.418,661,645,1,1,0,NA,NA,86.5302,1905
M2009,44,412363,800,50,526.001,725.02,572.112,907,580,0,0,0,1,0,182.151,2638
M2009,45,420044,800,100,528.266,721.763,622.639,955,732,0,0,0,1,0,257.603,2655
