subnum,trial,time,distancecat,targsize,distance,posx,posy,targ.x,targ.y,hit,hadit,nailedit,tooshort,overshot,delta,aimtime
046,1,125918,200,50,145.079,314.064,629.652,353,630,1,1,0,NA,NA,38.9378,4212
046,2,134511,200,25,173.53,319.45,414.126,388,384,0,0,0,1,0,74.8773,5079
046,3,143006,800,100,716.939,916.912,546.256,1006,553,1,1,0,NA,NA,89.3428,4231
046,4,153039,500,25,419.147,616.722,585.025,754,593,0,0,0,1,0,137.51,6576
046,5,164391,500,100,570.341,763.057,449.141,687,470,1,1,1,NA,NA,78.8658,6144
046,6,175288,800,50,650.956,844.882,451.28,984,442,0,0,0,1,0,139.428,3304
046,7,183753,500,50,538.478,730.023,444.952,634,466,0,1,1,0,1,98.3031,3824
046,8,192456,200,100,365.67,557.002,460.855,435,495,0,1,1,0,1,126.69,2150
046,9,199014,800,25,794.208,993.348,576.951,1098,586,0,0,0,1,0,105.042,6984
046,10,211392,200,25,450.934,604.72,738.854,499,735,0,0,0,0,1,105.79,6262
046,11,222327,500,100,522.529,721.036,500.518,696,482,1,1,0,NA,NA,31.1401,3887
046,12,231087,200,100,212.254,386.826,640.736,431,694,1,1,0,NA,NA,69.1987,3023
046,13,238608,800,50,856.777,1039.08,713.255,1014,695,1,1,1,NA,NA,31.0177,4594
046,14,249246,500,25,648.768,836.117,667.494,645,677,0,0,0,0,1,191.353,3080
046,15,257007,800,100,646.475,846.3,524.957,921,527,1,1,0,NA,NA,74.7277,3775
046,16,265527,200,50,489.59,627.512,778.602,483,728,0,1,0,0,1,153.116,2838
046,17,272776,800,25,759.064,956.175,473.843,949,475,1,1,1,NA,NA,7.26782,5297
046,18,283638,500,50,341.773,539.901,575.725,666,615,0,0,0,1,0,132.074,4528
046,19,292497,800,25,960.226,1159.43,579.094,986,578,0,1,1,0,1,173.433,4238
046,20,302039,500,100,514.635,701.106,657.226,729,687,1,1,0,NA,NA,40.7994,1576
046,21,308247,500,25,339.498,534.511,597.98,660,655,0,0,0,1,0,137.836,2824
046,22,315327,200,100,273.527,466.337,477.695,451,477,1,1,1,NA,NA,15.3524,2119
046,23,321647,500,50,517.971,716.812,574.629,638,581,0,1,1,0,1,79.069,2918
046,24,329143,200,25,96.2055,286.222,497.324,382,493,0,0,0,1,0,95.8754,8958
046,25,340871,800,100,855.617,1055.44,522.579,1031,567,1,1,0,NA,NA,50.7002,2311
046,26,349997,800,50,694.238,888.299,449.384,1076,487,0,0,0,1,0,191.433,4856
046,27,361559,200,50,158.758,343.884,472.906,435,423,0,0,0,1,0,103.888,4906
046,28,370677,500,50,424.799,608.343,422.909,633,435,1,1,0,NA,NA,27.4616,5761
046,29,381023,500,25,582.846,782.824,534.914,779,535,1,1,1,NA,NA,3.82461,9201
046,30,395007,200,25,221.265,342.226,709.499,365,719,1,1,0,NA,NA,24.6764,5351
046,31,404471,200,100,434.955,524.923,250.843,424,353,0,1,1,0,1,143.601,1736
046,32,411271,500,100,419.102,619.058,533.905,774,549,0,0,0,1,0,155.676,5239
046,33,421615,800,25,803.36,997.084,640.224,1087,723,0,0,0,1,0,122.216,6672
046,34,433623,200,50,460.028,592.238,780.364,477,707,0,1,1,0,1,136.609,2295
046,35,441287,800,100,715.798,910.206,629.3,1026,649,0,0,0,1,0,117.458,4562
046,36,450694,800,50,593.04,790.631,486.595,1048,456,0,0,0,1,0,259.181,5721
046,37,461030,500,100,477.059,670.967,464.001,658,431,1,1,0,NA,NA,35.4573,4793
046,38,470440,800,25,640.752,831.654,647.592,922,701,0,0,0,1,0,104.951,4711
046,39,479864,200,25,308.871,508.869,540.898,360,544,0,1,1,0,1,148.902,5239
046,40,489310,800,50,712.359,908.011,461.418,929,438,1,1,0,NA,NA,31.447,5574
046,41,499775,200,100,226.982,415.872,610.141,302,639,0,1,0,0,1,117.472,2383
046,42,505638,500,50,714.701,913.368,583.631,698,576,0,1,1,0,1,215.504,5241
046,43,515895,500,25,708.935,894.703,398.661,788,391,0,0,0,0,1,106.978,2927
046,44,523647,200,50,143.923,337.996,580.876,316,576,1,1,1,NA,NA,22.5304,3913
046,45,530808,800,100,689.631,886.829,602.103,938,603,1,1,0,NA,NA,51.1786,5713
