subnum,trial,step,startx,starty,xtrans,ytrans,label,targx,targy,dist,timeout,hit,rt
010,0,1,971,972,1,1,normal,661,570,507.646,2000,1,965
010,0,2,649,580,1,1,normal,892,378,315.995,2000,1,858
010,0,3,918,381,1,1,normal,909,678,297.136,2000,1,560
010,0,4,920,680,1,1,normal,780,407,306.804,2000,1,627
010,0,5,788,418,1,1,normal,1075,357,293.411,2000,1,456
010,0,6,1079,365,1,1,normal,781,301,304.795,2000,1,1763
010,0,7,785,308,1,1,normal,1080,314,295.061,2000,1,602
010,0,8,1075,323,1,1,normal,1033,610,290.057,2000,1,549
010,0,9,1036,596,1,1,normal,1328,553,295.149,2000,1,544
010,0,10,1316,560,1,1,normal,1150,794,286.901,2000,1,347
010,0,11,1147,805,1,1,normal,852,752,299.723,2000,1,595
010,0,12,843,763,1,1,normal,560,818,288.295,2000,1,506
010,0,13,557,811,1,1,normal,819,667,298.965,2000,1,456
010,0,14,828,680,1,1,normal,683,399,316.206,2000,1,340
010,0,15,678,387,1,1,normal,798,677,313.847,2000,1,338
010,0,16,812,719,1,1,normal,1074,560,306.472,2000,1,324
010,0,17,1124,528,1,1,normal,1275,783,296.355,2000,1,540
010,0,18,1270,794,1,1,normal,998,667,300.188,2000,1,287
010,0,19,961,672,1,1,normal,1046,370,313.734,2000,1,513
010,0,20,1063,344,1,1,normal,1155,650,319.531,2000,1,517
010,0,21,1148,667,1,1,normal,948,433,307.825,2000,1,803
010,0,22,949,428,1,1,normal,1010,726,304.179,2000,1,508
010,0,23,1002,736,1,1,normal,731,835,288.517,2000,1,532
010,0,24,708,816,1,1,normal,688,538,278.718,2000,1,292
010,0,25,696,507,1,1,normal,987,521,291.337,2000,1,748
010,0,26,983,538,1,1,normal,688,498,297.7,2000,1,530
010,0,27,697,496,1,1,normal,955,361,291.186,2000,1,527
010,0,28,965,371,1,1,normal,1065,641,287.924,2000,1,529
010,0,29,1076,657,1,1,normal,1311,469,300.947,2000,1,524
010,0,30,1295,475,1,1,normal,1050,617,283.177,2000,1,422
010,1,1,954,984,1,-1,MODIFIED1,861,823,185.93,2000,0,2010
010,1,2,874,303,1,-1,MODIFIED1,1117,667,437.659,2000,0,2004
010,1,3,1319,227,1,-1,MODIFIED1,828,747,715.179,2000,0,2004
010,1,4,1219,334,1,-1,MODIFIED1,831,447,404.12,2000,0,2003
010,1,5,748,519,1,-1,MODIFIED1,1058,252,409.132,2000,0,2005
010,1,6,452,762,1,-1,MODIFIED1,855,473,495.913,2000,0,2000
010,1,7,770,849,1,-1,MODIFIED1,1075,268,656.191,2000,0,2003
010,1,8,1060,761,1,-1,MODIFIED1,949,541,246.416,2000,0,2003
010,1,9,768,794,1,-1,MODIFIED1,1222,416,590.762,2000,0,2004
010,1,10,1113,687,1,-1,MODIFIED1,929,482,275.465,2000,0,2007
010,1,11,980,302,1,-1,MODIFIED1,1132,261,157.433,2000,0,2003
010,1,12,545,418,1,-1,MODIFIED1,1041,547,512.501,2000,0,2003
010,1,13,645,899,1,-1,MODIFIED1,748,609,307.748,2000,0,2007
010,1,14,751,519,1,-1,MODIFIED1,594,351,229.941,2000,1,1626
010,1,15,597,714,1,-1,MODIFIED1,892,318,493.803,2000,0,2001
010,1,16,595,815,1,-1,MODIFIED1,1131,500,621.708,2000,0,2011
010,1,17,1141,388,1,-1,MODIFIED1,997,768,406.369,2000,0,2009
010,1,18,890,749,1,-1,MODIFIED1,1114,492,340.918,2000,0,2004
010,1,19,597,667,1,-1,MODIFIED1,863,656,266.227,2000,1,1424
010,1,20,868,415,1,-1,MODIFIED1,882,356,60.6383,2000,0,2007
010,1,21,837,720,1,-1,MODIFIED1,601,252,524.137,2000,1,1690
010,1,22,621,811,1,-1,MODIFIED1,870,386,492.571,2000,1,1847
010,1,23,856,689,1,-1,MODIFIED1,730,651,131.605,2000,0,2006
010,1,24,677,426,1,-1,MODIFIED1,608,377,84.6286,2000,1,2009
010,1,25,616,710,1,-1,MODIFIED1,885,263,521.699,2000,0,2008
010,1,26,908,584,1,-1,MODIFIED1,1119,451,249.419,2000,0,2007
010,1,27,1186,1079,1,-1,MODIFIED1,1056,745,358.408,2000,0,2004
010,1,28,989,474,1,-1,MODIFIED1,1355,724,443.234,2000,0,2009
010,1,29,1305,249,1,-1,MODIFIED1,1190,473,251.796,2000,0,2002
010,1,30,1155,579,1,-1,MODIFIED1,1034,730,193.499,2000,0,2002
010,2,1,980,979,1,-1,MODIFIED2,1241,644,424.672,2000,0,2005
010,2,2,885,454,1,-1,MODIFIED2,978,499,103.315,2000,0,2002
010,2,3,1045,654,1,-1,MODIFIED2,865,777,218.011,2000,0,2000
010,2,4,844,675,1,-1,MODIFIED2,569,728,280.061,2000,1,1660
