subnum,trial,step,startx,starty,xtrans,ytrans,label,targx,targy,dist,timeout,hit,rt
M2010,0,1,996,975,1,1,normal,1079,264,715.828,2000,1,1031
M2010,0,2,1088,272,1,1,normal,1341,410,288.189,2000,0,2004
M2010,0,3,1115,376,1,1,normal,1058,509,144.7,2000,1,1092
M2010,0,4,1054,505,1,1,normal,1353,566,305.159,2000,1,656
M2010,0,5,1337,571,1,1,normal,1193,312,296.339,2000,1,549
M2010,0,6,1200,322,1,1,normal,929,456,302.319,2000,0,2007
M2010,0,7,959,384,1,1,normal,658,584,361.388,2000,1,653
M2010,0,8,657,583,1,1,normal,954,531,301.518,2000,1,508
M2010,0,9,938,545,1,1,normal,1104,271,320.362,2000,1,662
M2010,0,10,1117,285,1,1,normal,1035,563,289.841,2000,1,505
M2010,0,11,1027,566,1,1,normal,1316,458,308.521,2000,1,672
M2010,0,12,1342,468,1,1,normal,1346,756,288.028,2000,1,628
M2010,0,13,1358,742,1,1,normal,1079,620,304.508,2000,1,547
M2010,0,14,1088,610,1,1,normal,1111,321,289.914,2000,1,761
M2010,0,15,1111,335,1,1,normal,1348,505,291.666,2000,1,586
M2010,0,16,1351,512,1,1,normal,1070,392,305.55,2000,1,585
M2010,0,17,1075,400,1,1,normal,810,243,308.016,2000,1,949
M2010,0,18,809,261,1,1,normal,686,516,283.115,2000,1,846
M2010,0,19,688,502,1,1,normal,665,816,314.841,2000,1,699
M2010,0,20,683,808,1,1,normal,892,619,281.784,2000,1,622
M2010,0,21,875,626,1,1,normal,1181,540,317.855,2000,1,365
M2010,0,22,1172,524,1,1,normal,1045,808,311.103,2000,1,587
M2010,0,23,1030,805,1,1,normal,777,674,284.903,2000,1,471
M2010,0,24,761,676,1,1,normal,628,413,294.717,2000,1,655
M2010,0,25,618,411,1,1,normal,573,708,300.39,2000,1,706
M2010,0,26,583,691,1,1,normal,833,559,282.708,2000,1,347
M2010,0,27,826,570,1,1,normal,650,322,304.105,2000,1,696
M2010,0,28,660,329,1,1,normal,855,541,288.043,2000,1,616
M2010,0,29,850,534,1,1,normal,1151,495,303.516,2000,1,512
